Player,BattingOrder,Position,Team,Opponent,Game.ID,X1B.Ump,X2B.Ump,X3B.Ump,HP.Ump,H.A,Precipitation,Sky,Stadium,Temperature,Wind.Direction,Wind.Speed,PitchHand,HomeRun
DJ Johnson,NA,P,COL,ATL,ATL201904280,Ed Hickox,Carlos Torres,Dana DeMuth,Angel Hernandez,A,No Precipitation,Cloudy,SunTrust Park,76,from Right to Left,11,(L),0
Willy Adames,7,SS,TBR,LAA,ANA201909150,Gerry Davis,Brian Knight,Kerwin Danley,Pat Hoberg,A,No Precipitation,Sunny,Angel Stadium of Anaheim,86,out to Centerfield,7,(L),0
Carlos Gomez,6,RF,TBR,WSN,WAS201806050,Ted Barrett,Lance Barksdale,Tom Woodring,Will Little,A,No Precipitation,Cloudy,Nationals Park,77,from Left to Right,13,(R),0
Jim Johnson,NA,P,LAA,CLE,ANA201804030,Mike DiMuro,John Tumpane,Mark Wegner,Jim Reynolds,H,No Precipitation,Night,Angel Stadium of Anaheim,65,out to Centerfield,4,(R),0
A.J. Cole,NA,P,NYY,NYM,NYA201807200,Larry Vanover,Chris Guccione,David Rackley,Hunter Wendelstedt,H,No Precipitation,Night,Yankee Stadium III,77,from Right to Left,9,(R),0
Mitch Garver,7,C,MIN,CLE,MIN201808010,Shane Livensparger,Fieldin Culbreth,CB Bucknor,Chris Conroy,H,No Precipitation,Cloudy,Target Field,73,from Right to Left,9,(L),0
Dan Jennings,NA,P,MIL,WSN,MIL201807240,Dan Bellino,John Tumpane,Nic Lentz,Mark Wegner,H,No Precipitation,Cloudy,Miller Park,83,out to Leftfield,10,(R),0
Omar Narvaez,8,C,CHW,SEA,CHA201804250,Bruce Dreckman,Chad Fairchild,Mike Estabrook,Alfonso Marquez,H,No Precipitation,Sunny,Guaranteed Rate Field,47,out to Centerfield,17,(R),0
DJ LeMahieu,6,2B,NYY,BAL,BAL201904070,Angel Hernandez,Ed Hickox,Carlos Torres,Dana DeMuth,A,No Precipitation,Cloudy,Oriole Park at Camden Yards,65,from Right to Left,7,(R),0
Omar Narvaez,8,C,CHW,MIN,CHA201808210,Fieldin Culbreth,Chris Conroy,Nick Mahrley,CB Bucknor,H,No Precipitation,Cloudy,Guaranteed Rate Field,74,out to Rightfield,14,(R),0
Cory Gearrin,NA,P,TEX,LAA,TEX201808190,Vic Carapazza,CB Bucknor,Fieldin Culbreth,Chris Conroy,H,No Precipitation,Cloudy,Globe Life Park in Arlington,92,in from Rightfield,9,(R),0
Josh Tomlin,NA,P,ATL,WSN,ATL201905290,Larry Vanover,Alfonso Marquez,Dan Bellino,Sean Barber,H,No Precipitation,Cloudy,SunTrust Park,91,from Right to Left,10,(R),0
A.J. Ellis,NA,C,SDP,COL,COL201804240,Hunter Wendelstedt,Dan Bellino,Tom Hallion,Adam Hamari,A,No Precipitation,Overcast,Coors Field,37,from Right to Left,5,(L),0
Jose Trevino,NA,C,TEX,MIN,TEX201908160,Pat Hoberg,Greg Gibson,Gerry Davis,Brian Knight,H,No Precipitation,Cloudy,Globe Life Park in Arlington,97,in from Centerfield,13,(L),0
Anthony Rendon,3,3B,WSN,NYM,NYN201807140,Marvin Hudson,Bill Miller,John Libka,Alan Porter,A,No Precipitation,Sunny,Citi Field,88,out to Centerfield,11,(R),0
Brian Johnson,NA,P,BOS,KCR,BOS201805010,Brian O'Nora,Fieldin Culbreth,CB Bucknor,Chris Conroy,H,No Precipitation,Cloudy,Fenway Park,65,from Left to Right,7,(L),0
Dylan Moore,NA,PR-DH,SEA,LAA,ANA201904180,Angel Hernandez,Ed Hickox,Nick Mahrley,Dana DeMuth,A,No Precipitation,Night,Angel Stadium of Anaheim,77,out to Centerfield,7,(R),0
Blake Parker,NA,P,LAA,COL,ANA201808280,Ryan Blakney,Tom Hallion,Dan Bellino,Adam Hamari,H,No Precipitation,Cloudy,Angel Stadium of Anaheim,76,from Right to Left,6,(R),0
Gabriel Moya,NA,P,MIN,CLE,CLE201808070,Ryan Additon,Adrian Johnson,Marvin Hudson,Tripp Gibson,A,No Precipitation,Overcast,Progressive Field,75,out to Centerfield,6,(L),0
Yimi Garcia,NA,P,LAD,CIN,LAN201904160,Nick Mahrley,Dana DeMuth,Angel Hernandez,Ed Hickox,H,No Precipitation,Cloudy,Dodger Stadium,61,out to Rightfield,5,(R),0
Steve Pearce,7,LF,BOS,CHW,CHA201905040,Fieldin Culbreth,Ben May,CB Bucknor,DJ Reyburn,A,No Precipitation,Cloudy,Guaranteed Rate Field,59,out to Rightfield,6,(L),0
Ryan O'Hearn,5,1B,KCR,PIT,PIT201809170,Scott Barry,John Libka,Carlos Torres,Paul Nauert,A,No Precipitation,Overcast,PNC Park,71,in from Leftfield,5,(R),1
Cedric Mullins,NA,CF,BAL,TOR,BAL201808280,Doug Eddings,Joe West,Marty Foster,Mark Ripperger,H,No Precipitation,Cloudy,Oriole Park at Camden Yards,92,out to Leftfield,2,(L),0
Daniel Palka,NA,PH-DH,CHW,CHC,CHA201809210,Mark Ripperger,Doug Eddings,Joe West,Chad Whitson,H,No Precipitation,Cloudy,Guaranteed Rate Field,74,out to Centerfield,19,(R),1
Addison Russell,9,SS,CHC,MIL,MIL201809040,Jerry Meals,Ed Hickox,Gabe Morales,David Rackley,A,No Precipitation,Cloudy,Miller Park,80,in from Rightfield,5,(L),0
Jose Leclerc,NA,P,TEX,OAK,TEX201804230,Vic Carapazza,Jordan Baker,Sean Barber,Greg Gibson,H,No Precipitation,Night,Globe Life Park in Arlington,75,out to Centerfield,10,(L),0
Jarlin Garcia,9,P,MIA,LAD,LAN201804230,Mark Ripperger,Joe West,Doug Eddings,Marty Foster,A,No Precipitation,Cloudy,Dodger Stadium,61,from Left to Right,6,(L),0
Adam Eaton,1,RF,WSN,PHI,WAS201808210,Gary Cederstrom,Eric Cooper,Ramon De Jesus,Stu Scheurwater,H,No Precipitation,Cloudy,Nationals Park,81,out to Leftfield,4,(R),0
Rio Ruiz,6,3B,BAL,CLE,BAL201906300,Eric Cooper,Andy Fletcher,Will Little,Joe West,H,No Precipitation,Sunny,Oriole Park at Camden Yards,87,from Left to Right,10,(R),0
Kyle Schwarber,6,LF,CHC,PIT,PIT201805300,Gerry Davis,Bill Welke,Mark Carlson,Pat Hoberg,A,No Precipitation,Cloudy,PNC Park,79,from Left to Right,10,(R),0
Harrison Bader,NA,PR-CF,STL,WSN,SLN201909180,Manny Gonzalez,Sam Holbrook,Jim Wolf,John Tumpane,H,No Precipitation,Sunny,Busch Stadium III,84,in from Leftfield,6,(R),0
Neil Ramirez,NA,P,CLE,BAL,CLE201808180,Jordan Baker,Jerry Layne,Greg Gibson,Nic Lentz,H,No Precipitation,Sunny,Progressive Field,79,in from Rightfield,14,(R),0
Gorkys Hernandez,7,CF,SFG,COL,COL201809050,Hunter Wendelstedt,Chris Guccione,Ben May,Larry Vanover,A,No Precipitation,Cloudy,Coors Field,65,out to Rightfield,4,(L),0
Yonder Alonso,6,1B,CLE,SEA,SEA201803310,Jim Wolf,DJ Reyburn,Sam Holbrook,Alfonso Marquez,A,No Precipitation,Cloudy,Safeco Field,48,out to Centerfield,3,(R),1
Cam Bedrosian,NA,P,LAA,SEA,SEA201907200,Marvin Hudson,Nic Lentz,Vic Carapazza,Jordan Baker,A,No Precipitation,Night,T-Mobile Park,77,out to Rightfield,2,(R),0
Alex Colome,NA,P,CHW,SEA,SEA201909140,Alex Tosi,Marvin Hudson,Quinn Wolcott,Adrian Johnson,A,No Precipitation,Cloudy,T-Mobile Park,67,out to Centerfield,1,(R),0
Hanley Ramirez,3,DH,BOS,OAK,BOS201805150,John Tumpane,Jim Reynolds,Ben May,Mark Wegner,H,No Precipitation,Cloudy,Fenway Park,59,in from Centerfield,9,(L),0
Rhys Hoskins,4,1B,PHI,SDP,SDN201906050,John Tumpane,Ramon De Jesus,Lance Barksdale,Ted Barrett,A,No Precipitation,Overcast,Petco Park,66,out to Rightfield,6,(R),0
Nick Williams,6,RF,PHI,COL,PHI201806120,Jeff Kellogg,Quinn Wolcott,James Hoye,Roberto Ortiz,H,No Precipitation,Night,Citizens Bank Park,73,out to Centerfield,11,(R),0
Sean Doolittle,NA,P,WSN,DET,DET201906300,Jim Reynolds,Brian O'Nora,Mark Ripperger,Brennan Miller,A,No Precipitation,Sunny,Comerica Park,80,from Left to Right,6,(R),0
Brock Holt,9,2B,BOS,TOR,BOS201907160,Lance Barrett,Chris Guccione,Roberto Ortiz,Dan Iassogna,H,No Precipitation,Cloudy,Fenway Park,84,out to Centerfield,8,(R),0
Travis Demeritte,7,RF,DET,BAL,DET201909130,Ted Barrett,Roberto Ortiz,Chris Segal,Lance Barksdale,H,No Precipitation,Cloudy,Comerica Park,74,from Right to Left,10,(R),0
Keon Broxton,8,CF,MIL,MIN,MIL201807020,Marty Foster,Joe West,Mark Ripperger,Doug Eddings,H,No Precipitation,Night,Miller Park,83,in from Centerfield,7,(L),0
Colin Moran,5,3B,PIT,WSN,PIT201908190,Adrian Johnson,Gary Cederstrom,Tom Woodring,Marvin Hudson,H,No Precipitation,Cloudy,PNC Park,85,out to Leftfield,6,(R),0
Brandon Crawford,4,SS,SFG,COL,COL201807030,Bill Miller,Todd Tichenor,Alan Porter,Angel Hernandez,A,No Precipitation,Cloudy,Coors Field,87,in from Leftfield,10,(R),0
Leonys Martin,1,CF,CLE,MIN,MIN201903280,Phil Cuzzi,Todd Tichenor,Adam Hamari,Tom Hallion,A,No Precipitation,Cloudy,Target Field,49,out to Rightfield,14,(R),0
Zack Cozart,NA,PH,LAA,SEA,ANA201904180,Angel Hernandez,Ed Hickox,Nick Mahrley,Dana DeMuth,H,No Precipitation,Night,Angel Stadium of Anaheim,77,out to Centerfield,7,(R),0
Manny Machado,3,SS,BAL,MIN,MIN201807050,Vic Carapazza,Nick Mahrley,Jordan Baker,Jerry Layne,A,No Precipitation,Night,Target Field,80,out to Rightfield,12,(R),0
Jesus Sucre,8,C,BAL,NYY,BAL201904040,Carlos Torres,Dana DeMuth,Angel Hernandez,Ed Hickox,H,No Precipitation,Cloudy,Oriole Park at Camden Yards,66,out to Leftfield,6,(R),0
Mike Montgomery,NA,P,CHC,CHW,CHN201805130,Mike DiMuro,Brian Gorman,Adrian Johnson,Tripp Gibson,H,No Precipitation,Cloudy,Wrigley Field,57,in from Centerfield,7,(R),0
Eduardo Escobar,2,3B,ARI,CHC,CHN201904190,Sam Holbrook,Chad Fairchild,Jim Wolf,Dan Iassogna,A,No Precipitation,Cloudy,Wrigley Field,44,in from Centerfield,26,(R),0
Pete Alonso,3,1B,NYM,PIT,NYN201907260,Hunter Wendelstedt,Todd Tichenor,Jordan Baker,Marvin Hudson,H,No Precipitation,Night,Citi Field,83,out to Leftfield,10,(R),1
Gregor Blanco,1,CF,SFG,LAD,SFN201804281,Roberto Ortiz,Dan Iassogna,Adrian Johnson,Tripp Gibson,H,No Precipitation,Cloudy,AT&T Park,60,out to Centerfield,12,(R),0
Franklin Barreto,9,2B,OAK,CHW,CHA201806230,Sam Holbrook,Jim Wolf,DJ Reyburn,Ryan Blakney,A,No Precipitation,Cloudy,Guaranteed Rate Field,72,out to Centerfield,3,(R),0
Stephen Vogt,5,C,SFG,LAD,SFN201906090,Kerwin Danley,Eric Cooper,Andy Fletcher,Will Little,H,No Precipitation,Cloudy,Oracle Park,84,from Left to Right,8,(L),0
Sam Dyson,NA,P,MIN,KCR,MIN201908020,Andy Fletcher,Jansen Visconti,Will Little,Joe West,H,No Precipitation,Cloudy,Target Field,83,out to Leftfield,7,(L),0
Jon Jay,1,LF,KCR,DET,DET201804201,Roberto Ortiz,Ramon De Jesus,Kerwin Danley,Scott Barry,A,No Precipitation,Sunny,Comerica Park,49,out to Leftfield,5,(R),0
Alex Gordon,4,LF,KCR,TEX,KCA201905160,Mark Ripperger,Jeff Kellogg,Brian O'Nora,James Hoye,H,No Precipitation,Sunny,Kauffman Stadium,86,from Right to Left,17,(R),0
Andrelton Simmons,5,SS,LAA,COL,ANA201808280,Ryan Blakney,Tom Hallion,Dan Bellino,Adam Hamari,H,No Precipitation,Cloudy,Angel Stadium of Anaheim,76,from Right to Left,6,(R),0
Eugenio Suarez,4,3B,CIN,PIT,CIN201807200,Greg Gibson,Chad Whitson,Adrian Johnson,Tripp Gibson,H,Rain,Overcast,Great American Ball Park,65,in from Rightfield,5,(R),0
Matt Chapman,5,3B,OAK,TEX,TEX201804240,Jordan Baker,Jerry Layne,Greg Gibson,Vic Carapazza,A,No Precipitation,Night,Globe Life Park in Arlington,82,in from Leftfield,5,(R),0
Roberto Perez,7,C,CLE,NYM,NYN201908200,Lance Barrett,Chris Guccione,Ryan Blakney,Mike Everitt,A,No Precipitation,Cloudy,Citi Field,83,out to Leftfield,9,(R),0
Kyle Schwarber,6,DH,CHC,KCR,KCA201808070,Joe West,Nic Lentz,Mark Ripperger,Doug Eddings,A,No Precipitation,Cloudy,Kauffman Stadium,87,from Right to Left,6,(L),0
Sean Rodriguez,8,LF,PIT,ARI,PIT201806220,Gary Cederstrom,Cory Blaser,Stu Scheurwater,Eric Cooper,H,No Precipitation,Cloudy,PNC Park,69,in from Centerfield,12,(R),0
Daniel Palka,5,RF,CHW,CHC,CHN201805110,Adrian Johnson,Tripp Gibson,Mike DiMuro,Brian Gorman,A,No Precipitation,Overcast,Wrigley Field,49,in from Rightfield,17,(R),0
Jaime Garcia,NA,P,TOR,ATL,TOR201806190,Mike Winters,Mike Muchlinski,Tim Timmons,Rob Drake,H,No Precipitation,Cloudy,Rogers Centre,68,from Left to Right,5,(L),0
Jose Cisnero,NA,P,DET,PHI,DET201907240,Brian O'Nora,Dan Bellino,Jeremie Rehak,James Hoye,H,No Precipitation,Cloudy,Comerica Park,76,from Left to Right,7,(R),0
Jurickson Profar,5,SS,TEX,CHW,CHA201805180,Scott Barry,Angel Hernandez,Paul Nauert,DJ Reyburn,A,No Precipitation,Cloudy,Guaranteed Rate Field,53,from Left to Right,9,(L),0
Tony Wolters,8,C,COL,MIL,COL201805100,Lance Barksdale,Will Little,Ted Barrett,Nic Lentz,H,No Precipitation,Cloudy,Coors Field,85,from Right to Left,9,(R),0
Carlos Estevez,NA,P,COL,TOR,COL201906010,James Hoye,Mark Ripperger,Tom Woodring,Brian O'Nora,H,No Precipitation,Cloudy,Coors Field,69,out to Leftfield,7,(R),0
Albert Pujols,4,DH,LAA,BOS,ANA201804170,Jordan Baker,Jerry Layne,Greg Gibson,Vic Carapazza,H,No Precipitation,Night,Angel Stadium of Anaheim,67,out to Rightfield,8,(R),0
Brian Dozier,7,2B,WSN,MIA,WAS201907040,Tripp Gibson,Chris Segal,Chris Guccione,Mark Carlson,H,No Precipitation,Cloudy,Nationals Park,91,in from Rightfield,2,(R),0
Michael Brantley,4,LF,HOU,OAK,OAK201904170,Mike Everitt,Bill Welke,Chris Guccione,Lance Barrett,A,No Precipitation,Night,Oakland-Alameda County Coliseum,67,out to Rightfield,10,(L),0
Jordan Lyles,NA,P,PIT,TEX,TEX201904300,Carlos Torres,Dana DeMuth,Angel Hernandez,Ed Hickox,A,No Precipitation,Overcast,Globe Life Park in Arlington,75,in from Centerfield,11,(R),0
Tim Hill,NA,P,KCR,NYY,NYA201807281,Jeremie Rehak,Laz Diaz,Andy Fletcher,Chad Whitson,A,No Precipitation,Cloudy,Yankee Stadium III,85,from Right to Left,3,(R),0
Ben Zobrist,1,2B,CHC,TEX,TEX201903300,James Hoye,Mark Ripperger,Jeff Kellogg,Brian O'Nora,A,No Precipitation,Cloudy,Globe Life Park in Arlington,51,from Left to Right,19,(R),0
Brandon Kintzler,NA,P,CHC,PIT,CHN201907140,Kerwin Danley,Ted Barrett,Nic Lentz,John Tumpane,H,No Precipitation,Sunny,Wrigley Field,80,in from Rightfield,6,(L),0
Kenley Jansen,NA,P,LAD,LAA,LAN201907240,Sam Holbrook,Manny Gonzalez,Sean Barber,Dan Iassogna,H,No Precipitation,Cloudy,Dodger Stadium,83,out to Centerfield,4,(R),0
Hector Santiago,NA,P,CHW,MIN,MIN201809282,John Libka,Jim Reynolds,Jansen Visconti,John Tumpane,A,No Precipitation,Night,Target Field,49,in from Rightfield,13,(R),0
Manuel Margot,7,CF,SDP,ATL,ATL201806170,Mark Ripperger,Joe West,Doug Eddings,Nick Mahrley,A,No Precipitation,Cloudy,SunTrust Park,87,in from Leftfield,3,(L),0
Victor Robles,7,CF,WSN,PHI,WAS201909242,Vic Carapazza,Mark Wegner,Ben May,Stu Scheurwater,H,No Precipitation,Cloudy,Nationals Park,77,in from Leftfield,9,(R),0
Yasmani Grandal,1,1B,MIL,SEA,MIL201906260,Chad Whitson,Andy Fletcher,Sam Holbrook,Jim Wolf,H,No Precipitation,Night,Miller Park,81,in from Rightfield,9,(R),0
Matt Carpenter,1,3B,STL,PHI,PHI201806180,Gary Cederstrom,Cory Blaser,Stu Scheurwater,Eric Cooper,A,No Precipitation,Cloudy,Citizens Bank Park,89,out to Centerfield,14,(R),1
Joey Gallo,5,CF,TEX,KCR,KCA201905160,Mark Ripperger,Jeff Kellogg,Brian O'Nora,James Hoye,A,No Precipitation,Sunny,Kauffman Stadium,86,from Right to Left,17,(R),1
Jake Lamb,NA,PH,ARI,SFG,SFN201906300,Dan Iassogna,Jeremie Rehak,Rob Drake,Mike Muchlinski,A,No Precipitation,Sunny,Oracle Park,64,out to Centerfield,15,(L),0
Tyler Flowers,7,C,ATL,PHI,PHI201809280,Jordan Baker,Greg Gibson,Vic Carapazza,Jerry Layne,A,No Precipitation,Cloudy,Citizens Bank Park,66,out to Centerfield,6,(R),0
Dustin Peterson,6,RF,DET,MIN,MIN201904130,Bill Welke,Chris Guccione,Lance Barrett,Mike Everitt,A,No Precipitation,Cloudy,Target Field,37,out to Rightfield,11,(R),0
Brooks Pounders,NA,P,NYM,PHI,PHI201906270,Will Little,Joe West,Eric Cooper,Ryan Blakney,A,No Precipitation,Cloudy,Citizens Bank Park,89,from Left to Right,11,(R),0
Eric Thames,NA,PH-1B,MIL,CHC,MIL201907270,Gary Cederstrom,Ryan Additon,Adrian Johnson,Marty Foster,H,No Precipitation,Cloudy,Miller Park,88,from Right to Left,15,(R),0
Adalberto Mondesi,2,SS,KCR,CLE,KCA201809270,Kerwin Danley,Mike Estabrook,Bruce Dreckman,Chad Fairchild,H,No Precipitation,Night,Kauffman Stadium,69,from Right to Left,2,(R),1
Corey Dickerson,3,LF,PIT,CIN,CIN201903310,Andy Fletcher,Will Little,Joe West,Eric Cooper,A,No Precipitation,Cloudy,Great American Ball Park,35,out to Centerfield,13,(R),0
Jose Alvarez,NA,P,PHI,WSN,WAS201909241,Ben May,Vic Carapazza,Mark Wegner,Alan Porter,A,No Precipitation,Cloudy,Nationals Park,75,in from Leftfield,11,(R),0
Seth Lugo,NA,P,NYM,LAD,NYN201909150,Dan Iassogna,Hunter Wendelstedt,Ben May,Vic Carapazza,H,No Precipitation,Cloudy,Citi Field,78,out to Centerfield,9,(R),0
Alex Young,NA,P,ARI,LAD,LAN201907020,Vic Carapazza,Jordan Baker,Kerwin Danley,Hunter Wendelstedt,A,No Precipitation,Night,Dodger Stadium,75,out to Centerfield,4,(R),0
Avisail Garcia,2,RF,CHW,OAK,CHA201806230,Sam Holbrook,Jim Wolf,DJ Reyburn,Ryan Blakney,H,No Precipitation,Cloudy,Guaranteed Rate Field,72,out to Centerfield,3,(R),0
Freddie Freeman,3,1B,ATL,BOS,BOS201805270,Andy Fletcher,Jeff Nelson,Laz Diaz,Manny Gonzalez,A,No Precipitation,Cloudy,Fenway Park,55,in from Rightfield,18,(R),0
Adam Cimber,NA,P,CLE,DET,DET201904110,John Tumpane,Ted Barrett,Sean Barber,Lance Barksdale,A,No Precipitation,Cloudy,Comerica Park,43,in from Leftfield,23,(R),0
Daniel Hudson,NA,P,TOR,DET,DET201907200,Brennan Miller,Pat Hoberg,Gerry Davis,Phil Cuzzi,A,No Precipitation,Cloudy,Comerica Park,93,from Right to Left,14,(R),0
Elieser Hernandez,NA,P,MIA,ATL,ATL201907070,Tom Woodring,Gabe Morales,Ron Kulpa,Marty Foster,A,No Precipitation,Cloudy,SunTrust Park,79,from Right to Left,5,(R),0
Kris Bryant,2,3B,CHC,MIA,CHN201905070,Quinn Wolcott,Gary Cederstrom,Marvin Hudson,Adrian Johnson,H,No Precipitation,Overcast,Wrigley Field,41,in from Centerfield,15,(L),1
Nick Markakis,5,RF,ATL,SFG,SFN201905210,Chris Guccione,Mike Everitt,Bill Welke,Lance Barrett,A,No Precipitation,Cloudy,Oracle Park,57,out to Rightfield,25,(R),0
Richie Martin,NA,SS,BAL,TBR,BAL201907120,Manny Gonzalez,Jim Wolf,Sean Barber,Sam Holbrook,H,No Precipitation,Night,Oriole Park at Camden Yards,89,out to Rightfield,10,(R),0
Alen Hanson,8,2B,SFG,OAK,SFN201807140,Ben May,Jordan Baker,Greg Gibson,Vic Carapazza,H,No Precipitation,Cloudy,AT&T Park,62,out to Centerfield,16,(R),0
Luis Severino,NA,P,NYY,TOR,TOR201807070,John Libka,Bill Welke,Andy Fletcher,Lance Barrett,A,No Precipitation,Sunny,Rogers Centre,78,out to Centerfield,8,(R),0
Tyler Olson,NA,P,CLE,BAL,CLE201905170,Mike Estabrook,Bruce Dreckman,Chad Fairchild,Paul Emmel,H,No Precipitation,Cloudy,Progressive Field,55,in from Rightfield,7,(R),0
Bobby Bradley,4,1B,CLE,MIN,CLE201907140,Marty Foster,Jerry Meals,Gabe Morales,Ron Kulpa,H,No Precipitation,Sunny,Progressive Field,77,in from Centerfield,7,(R),0
Brad Wieck,NA,P,SDP,NYM,SDN201905070,Rob Drake,Chris Segal,Doug Eddings,Bill Miller,H,No Precipitation,Cloudy,Petco Park,64,from Left to Right,12,(R),0
Kolten Wong,8,2B,STL,WSN,SLN201808130,Tripp Gibson,DJ Reyburn,Adrian Johnson,Mark Carlson,H,No Precipitation,Night,Busch Stadium III,85,out to Leftfield,6,(R),0
Dexter Fowler,NA,PH,STL,CHC,SLN201806150,Tom Woodring,Scott Barry,Carlos Torres,Paul Nauert,H,No Precipitation,Night,Busch Stadium III,91,from Right to Left,10,(R),0
Mychal Givens,NA,P,BAL,LAA,ANA201805030,Dan Iassogna,Mike DiMuro,Roberto Ortiz,Brian Gorman,A,No Precipitation,Night,Angel Stadium of Anaheim,71,out to Centerfield,8,(R),0
Eddie Butler,NA,P,CHC,ARI,CHN201807260,Mark Carlson,Bruce Dreckman,Chad Fairchild,Mike Estabrook,H,No Precipitation,Cloudy,Wrigley Field,78,from Left to Right,12,(R),0
Austin Nola,3,C,SEA,TEX,TEX201908310,Jerry Meals,Gabe Morales,Phil Cuzzi,Jansen Visconti,A,No Precipitation,Night,Globe Life Park in Arlington,85,from Left to Right,8,(L),0
Victor Martinez,NA,PH,DET,PIT,PIT201804260,Mike Muchlinski,Mike Winters,Tim Timmons,Rob Drake,A,No Precipitation,Cloudy,PNC Park,55,out to Leftfield,4,(R),0
Scott Kingery,1,2B,PHI,ATL,ATL201804160,Doug Eddings,Marty Foster,Mark Ripperger,Joe West,A,No Precipitation,Night,SunTrust Park,49,in from Rightfield,17,(R),0
Matt Olson,5,1B,OAK,NYY,NYA201805110,James Hoye,Quinn Wolcott,Jeff Kellogg,Marvin Hudson,A,No Precipitation,Cloudy,Yankee Stadium III,70,in from Leftfield,9,(R),0
Mike Leake,NA,P,SEA,CLE,CLE201804280,Jim Reynolds,Mike DiMuro,Chad Whitson,Mark Wegner,A,No Precipitation,Cloudy,Progressive Field,41,from Left to Right,12,(R),0
Joe Smith,NA,P,HOU,DET,DET201809110,Gerry Davis,Pat Hoberg,Brian Knight,Roberto Ortiz,A,No Precipitation,Night,Comerica Park,72,in from Leftfield,6,(L),0
Zack Littell,NA,P,MIN,KCR,MIN201809090,Chad Fairchild,Kerwin Danley,Bruce Dreckman,John Libka,H,No Precipitation,Cloudy,Target Field,68,in from Rightfield,10,(R),0
Mike Soroka,9,P,ATL,NYM,NYN201906280,Bill Welke,Lance Barrett,Roberto Ortiz,Mike Everitt,A,No Precipitation,Cloudy,Citi Field,84,out to Leftfield,12,(R),0
Nick Kingham,9,P,PIT,CHC,PIT201805290,Pat Hoberg,Gerry Davis,Bill Welke,Mark Carlson,H,No Precipitation,Night,PNC Park,87,in from Rightfield,7,(R),0
Michael Conforto,NA,PH,NYM,PIT,PIT201807290,John Tumpane,Nic Lentz,Mark Wegner,Dan Bellino,A,No Precipitation,Cloudy,PNC Park,79,from Right to Left,4,(R),0
Tommy Kahnle,NA,P,NYY,LAA,ANA201904220,Bill Welke,Chris Guccione,Ryan Blakney,Mike Everitt,A,No Precipitation,Cloudy,Angel Stadium of Anaheim,67,from Right to Left,7,(L),0
Jake Bauers,6,LF,CLE,CHW,CLE201905070,Gabe Morales,Ron Kulpa,Marty Foster,Jerry Meals,H,No Precipitation,Overcast,Progressive Field,50,in from Rightfield,14,(R),0
Shin-Soo Choo,1,DH,TEX,BAL,BAL201807150,Lance Barrett,Bill Welke,Andy Fletcher,Cory Blaser,A,No Precipitation,Cloudy,Oriole Park at Camden Yards,83,in from Rightfield,4,(L),1
Austin Hedges,8,C,SDP,ARI,SDN201904010,Bill Welke,Chris Guccione,Lance Barrett,Mike Everitt,H,No Precipitation,Cloudy,Petco Park,65,from Left to Right,8,(L),0
Lourdes Gurriel Jr.,NA,LF,TOR,BAL,BAL201908040,Mark Ripperger,Jeremie Rehak,Chris Guccione,Brian O'Nora,A,No Precipitation,Cloudy,Oriole Park at Camden Yards,87,in from Leftfield,4,(R),0
Albert Pujols,4,1B,LAA,TEX,ANA201806030,Brian O'Nora,Fieldin Culbreth,CB Bucknor,Chris Conroy,H,No Precipitation,Sunny,Angel Stadium of Anaheim,80,out to Centerfield,10,(L),0
Albert Almora,5,CF,CHC,CHW,CHA201809230,Joe West,Chad Whitson,Mark Ripperger,Doug Eddings,A,No Precipitation,Sunny,Guaranteed Rate Field,66,out to Rightfield,10,(R),0
James Pazos,NA,P,COL,MIL,COL201909280,Tripp Gibson,Brian Gorman,Nick Mahrley,Mark Carlson,H,No Precipitation,Night,Coors Field,73,in from Centerfield,6,(R),0
Carlos Martinez,NA,P,STL,WSN,SLN201909160,Jim Wolf,John Tumpane,Manny Gonzalez,Sam Holbrook,H,No Precipitation,Cloudy,Busch Stadium III,90,from Left to Right,6,(R),0
Steve Pearce,5,DH,BOS,TOR,BOS201807150,Tripp Gibson,Brian Gorman,Mike Muchlinski,Adrian Johnson,H,No Precipitation,Cloudy,Fenway Park,78,in from Rightfield,10,(L),0
Michael Conforto,5,RF,NYM,MIA,NYN201905100,Stu Scheurwater,Mark Wegner,Alan Porter,Ramon De Jesus,H,No Precipitation,Cloudy,Citi Field,71,out to Leftfield,10,(R),1
Alen Hanson,NA,PH,SFG,SDP,SFN201809240,Nick Mahrley,Ryan Additon,Marvin Hudson,Quinn Wolcott,H,No Precipitation,Cloudy,AT&T Park,58,out to Centerfield,8,(L),0
Kelvin Gutierrez,6,3B,KCR,TBR,KCA201905020,John Tumpane,Nic Lentz,Ted Barrett,Kerwin Danley,H,No Precipitation,Cloudy,Kauffman Stadium,58,from Left to Right,11,(L),0
Jose Cisnero,NA,P,DET,WSN,DET201906280,Mark Ripperger,Brennan Miller,Jim Reynolds,Brian O'Nora,H,No Precipitation,Cloudy,Comerica Park,84,from Left to Right,11,(L),0
Jefry Marte,6,1B,LAA,DET,DET201805280,Greg Gibson,Doug Eddings,Marty Foster,Mark Ripperger,A,No Precipitation,Sunny,Comerica Park,86,in from Centerfield,4,(L),0
Tommy Pham,2,CF,STL,NYM,SLN201804260,Adrian Johnson,Tripp Gibson,Brian Gorman,Jansen Visconti,H,No Precipitation,Sunny,Busch Stadium III,65,out to Leftfield,3,(R),0
